acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,0,33900000,"GABINETE DO PREFEITO"," ",1001,122,
1013,2019,"APLICAÇÕES DIRETAS","Convênio de Trânsito - Prefeitura",4,0,33900000,"GABINETE DO PREFEITO"," ",1001,122,
1016,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,0,33900000,"PROCURADORIA GERAL DO MUNICIPIO"," ",1003,122,
1024,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,0,33900000,"SEC. MUN. DA FAZENDA"," ",1004,122,
1032,2019,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transf. de Impostos-Educação",12,0,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2019,"APLICAÇÕES DIRETAS","Transferências do FUNDEB - 40%",12,0,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2019,"APLICAÇÕES DIRETAS","Salário Educação",12,0,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1067,2019,"APLICAÇÕES DIRETAS","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,0,33900000,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1067,2019,"APLICAÇÕES DIRETAS","Transf. do Sist. Unido de Assist. Social-SUAS/Estado",8,0,33900000,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1067,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",8,0,33900000,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1088,2019,"APLICAÇÕES DIRETAS",,13,0,33900000,"FUNDAÇÃO MUN. DE CULTURA"," ",1018,122,
1093,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",27,0,33900000,"FUNDAÇÃO MUN. DE ESPORTES"," ",1019,122,
1095,2019,"APLICAÇÕES DIRETAS","Recursos Ordinários",18,0,33900000,"FUNDAÇÃO MUN. DO MEIO AMBIENTE"," ",1020,122,
1045,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1055,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1056,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1057,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1049,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,304,
1052,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1207,2019,"APLICAÇÕES DIRETAS",,10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
