acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2023,"APLICAÇÕES DIRETAS","Convênio de Trânsito - Prefeitura",15,17,33900000,"PREFEITURA MUNICIPAL DE CRICIÚMA"," ",1001,451,
1024,2023,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,82,33900000,"SEC. MUN. DA FAZENDA"," ",1004,122,
1024,2023,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,84,44900000,"SEC. MUN. DA FAZENDA"," ",1004,122,
1031,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,124,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1045,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,8,44900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1050,2023,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,13,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1050,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,13,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1055,2023,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,27,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1055,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,27,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1067,2023,"APLICAÇÕES DIRETAS","Recursos Ordinários",8,7,33900000,UNESC," ",1014,244,
1067,2023,,"Recursos Ordinários",8,8,44500000,UNESC," ",1014,244,
1067,2023,"APLICAÇÕES DIRETAS","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,7,33900000,UNESC," ",1014,244,
